Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
31442,1,0,0,-3,-1,-1,0,0,-1,0,-2,2,2,-2,0,3,-1,-1,-1,-1,0,3,0,0,0,-3,1,0,-2,0,-2,0,-1,0,0,-1,1,0,-1,0,0,1,0,-2,1,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,ESTJ
31443,1,0,-1,1,0,2,0,-1,0,0,-1,-2,-2,0,0,0,3,0,1,-3,0,-1,0,0,1,0,1,0,1,-1,-2,0,1,0,-2,2,0,0,2,1,1,-1,-1,3,-2,0,2,0,0,0,0,-1,-1,-1,2,0,0,2,1,-2,ENTJ
31444,0,0,1,1,3,-1,-3,0,-2,0,2,0,1,1,-1,2,-2,-1,-2,-2,0,0,0,-1,-2,-2,-2,0,0,1,2,0,-3,0,1,2,0,1,1,1,-1,1,1,1,-3,0,2,1,0,0,0,0,1,-1,0,1,0,0,0,1,ESFJ
31445,0,0,-3,-2,-1,-2,-1,0,3,0,-2,1,2,-2,0,3,-2,-1,-1,0,0,0,0,0,-3,2,2,0,-1,-1,-1,0,1,0,1,-2,-1,-3,2,0,0,2,-2,0,-3,0,-1,0,0,0,0,0,3,0,2,0,0,1,-2,-1,INTP
31446,0,1,-1,-2,1,0,0,0,0,0,-2,-1,-1,-1,0,-1,-1,2,2,2,0,-1,0,0,1,0,-3,0,1,-2,-1,0,0,0,-1,-1,-2,2,1,0,-3,-1,1,-2,1,0,0,0,2,0,0,0,1,0,0,-1,0,-2,-1,2,ISTP
31447,-1,0,-1,1,0,2,0,0,-2,0,-3,-2,-3,2,1,0,-2,2,-1,2,0,0,-1,0,-2,-1,0,0,0,2,-2,0,-1,0,-1,1,0,0,-1,0,0,-2,0,2,1,0,1,0,-2,0,0,0,-3,0,-3,0,0,1,2,0,ENFP
31448,0,0,0,1,1,0,0,-1,-1,0,1,0,1,1,0,0,-1,1,-1,-1,0,1,0,1,0,1,-3,0,1,0,0,0,-1,0,1,-2,-1,-1,0,0,-1,2,0,1,-2,0,1,0,0,0,0,0,1,0,3,-1,0,3,1,-1,ESFJ
31449,0,-1,1,-1,-2,1,2,0,0,0,1,2,1,1,2,-3,-3,0,1,-2,0,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,0,1,0,-2,3,0,0,1,2,1,-1,0,-1,0,1,-1,0,0,1,0,-2,0,0,1,2,-2,ENFP
31450,0,0,1,-1,0,-3,2,0,1,0,-1,-2,1,1,-2,-1,-2,1,2,0,0,0,0,0,1,-1,1,0,-3,-1,-2,0,-2,1,0,3,1,-2,2,-2,0,-3,-1,1,-2,0,-2,1,3,0,0,0,2,0,1,1,-1,-1,2,3,ISFJ
31451,0,0,1,-3,2,1,-2,0,-1,0,-1,1,1,-2,0,0,0,-1,-1,0,-1,1,0,0,0,-2,0,0,-1,0,-1,0,0,0,-1,-1,0,3,-2,0,0,-1,-1,-1,-2,0,-3,0,-1,0,0,0,2,0,-1,0,0,1,2,-3,ESTJ
31452,0,0,1,-1,3,1,1,0,2,0,1,-3,0,0,2,-2,-1,0,1,-3,0,1,1,0,-2,-3,1,0,-2,3,1,0,2,0,0,-2,-1,-1,-2,3,1,-1,2,2,1,0,0,0,-1,0,0,0,2,0,0,0,0,0,1,-3,ESTP
31453,0,0,0,0,2,-2,-1,0,1,0,-1,2,1,0,0,2,2,-2,-2,2,0,-2,0,0,-1,0,1,0,2,1,-2,0,-1,0,1,-1,-1,1,1,0,1,0,1,-3,-1,0,2,0,1,1,0,0,0,0,1,0,-1,2,-2,1,ESFP
31454,0,0,-2,0,0,0,0,0,2,-1,-1,-1,3,-2,-1,0,-1,2,0,-2,0,0,0,0,-2,2,3,0,-1,-1,1,-1,-1,-1,0,0,2,-1,1,-1,1,-2,-1,0,-2,0,2,0,0,0,1,0,-2,0,0,0,0,2,-1,-1,ENTJ
31455,0,1,1,0,-2,0,0,-1,0,0,0,0,3,-1,-2,-1,-3,2,0,1,0,1,-1,0,2,0,-2,0,-2,2,2,0,0,0,2,-1,0,-3,3,-3,-1,0,2,-2,-1,0,0,0,0,0,0,0,2,0,2,0,0,-2,1,-2,ISFJ
31456,0,0,-2,-2,-1,3,-2,0,2,0,0,2,-3,-1,1,0,-2,0,1,0,0,1,0,0,1,1,-2,0,0,-1,-2,1,0,0,-3,0,0,-1,-1,-2,2,0,-2,-2,1,0,2,0,3,0,0,0,-1,0,1,0,0,-3,2,2,ISFP
31457,0,0,2,-1,0,-1,0,-1,1,-1,-2,-2,1,-1,1,1,1,-1,0,1,0,-3,0,0,1,-3,-1,0,2,-3,-1,0,-1,0,-1,-1,-1,2,0,2,-1,1,2,-2,0,0,-2,0,0,-1,0,0,-1,0,0,0,0,-2,-2,2,ISTP
31458,0,0,-2,-2,0,-1,-1,0,1,0,-1,-1,1,-1,0,-1,-1,2,-1,-1,0,0,0,0,-1,2,0,0,2,-1,2,0,1,0,0,1,2,-1,-1,-2,-1,-1,-2,-2,-1,1,1,0,-1,0,0,0,-2,1,1,0,0,3,1,-1,ENTJ
31459,0,0,-1,0,-2,1,-1,0,2,0,-3,1,1,-2,0,0,2,0,-2,2,0,-1,0,0,3,-1,1,1,0,-2,-1,0,-2,0,-1,-1,-1,-1,1,0,-1,-3,2,3,2,0,-1,0,1,0,-1,0,-3,0,0,0,0,-1,-2,0,ISFP
31460,0,0,0,1,1,2,-2,0,0,0,0,3,1,-1,-1,2,2,0,-1,3,0,2,0,0,-2,-2,1,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,-2,0,-2,0,0,0,1,0,0,0,0,0,-2,0,0,1,0,0,INFP
31461,0,0,0,2,0,-2,2,0,1,0,-1,-1,2,0,-2,-2,-1,0,1,3,0,1,0,0,2,-1,1,0,1,1,-1,0,-3,0,-1,0,-1,1,-1,0,-2,-2,2,0,-1,0,-2,0,-1,0,0,0,2,1,2,0,0,-2,0,0,ISFJ
31462,0,0,2,1,1,-2,-1,0,-1,0,2,1,-3,2,-1,-2,-2,-2,1,1,0,0,1,0,0,1,-2,0,2,3,1,0,3,1,-1,2,-2,2,-2,-3,0,1,-1,0,-1,1,0,0,1,0,-1,0,2,0,-1,0,0,2,1,1,ESFJ
31463,0,1,-1,2,-1,-1,0,0,-1,0,-1,-3,3,3,-1,-1,-2,-1,-1,-1,0,1,0,0,-2,1,0,0,-1,-2,1,0,3,0,2,-1,-1,1,2,-2,-1,1,0,2,0,-1,-2,0,0,0,0,0,-1,0,1,-1,0,-3,1,-1,ENFJ
31464,0,0,-3,3,2,-1,0,0,0,0,0,-1,-1,0,1,-1,-1,1,2,0,0,0,0,-1,-1,2,-1,0,2,1,1,0,0,-1,3,-2,-1,0,1,-1,0,2,0,1,-3,0,2,0,0,0,0,0,-1,0,0,0,1,-2,3,0,ENFJ
31465,0,1,0,-3,-1,3,-1,0,-1,-1,-1,0,2,-2,-2,-1,1,-3,-2,-1,0,1,0,0,-3,-1,2,0,-2,1,1,0,-1,0,-2,0,-1,-2,1,1,0,-1,2,2,-2,0,3,0,-1,1,0,-1,1,0,-1,0,0,1,1,-1,ESTJ
31466,0,0,-3,-1,-1,0,-1,0,-1,0,-1,-2,1,1,-3,2,1,1,-1,0,0,1,0,1,2,-2,1,1,-1,-2,0,0,-1,0,-2,0,1,-1,-1,0,0,-3,-1,-1,2,0,2,1,-1,-1,0,0,0,0,-1,0,0,0,1,-1,ENTP
31467,0,0,-2,0,0,3,-2,0,3,0,-2,1,-1,-1,1,-1,0,1,2,2,0,1,0,0,2,0,-1,0,2,-1,-1,0,-1,1,-2,2,-1,1,1,-1,2,2,-1,-2,-1,-1,0,1,3,0,0,0,0,0,3,0,0,-1,-2,2,ISFP
31468,0,0,-2,1,-1,-2,-2,0,1,0,-2,0,-2,1,-1,1,1,0,-2,1,0,-2,1,0,1,1,1,0,2,0,-1,-1,-1,0,2,-2,-2,0,2,2,1,2,1,1,-1,0,-1,0,1,1,0,0,1,0,-1,0,0,1,-3,0,ESFP
31469,0,0,2,-1,2,2,-1,0,0,0,1,-3,-1,-2,0,2,3,2,0,-2,1,0,0,0,-2,1,-3,1,1,0,1,0,-1,0,-1,1,-1,0,2,0,2,-1,1,0,-2,0,-1,0,-1,1,0,0,-1,0,0,0,0,2,0,3,ISTJ
31470,0,0,2,-2,-2,1,0,0,2,0,2,2,-1,1,1,2,2,1,-2,1,0,0,0,0,0,-1,1,-1,-2,1,-2,0,1,0,1,0,1,0,-2,0,0,-1,-3,-2,-1,0,-1,0,1,0,0,0,3,0,2,1,0,3,0,1,INFJ
31471,0,0,0,0,-2,0,0,0,3,0,-3,0,-1,-1,1,2,-2,-2,1,1,0,3,0,0,-3,0,2,-1,0,0,2,0,1,0,0,-2,1,0,0,-2,0,-2,2,-2,1,0,1,0,1,0,0,0,0,0,0,-1,-1,3,-1,-2,INFJ
31472,0,0,1,1,0,1,1,0,1,0,0,0,-1,-2,0,1,1,-1,0,1,0,2,0,0,3,0,1,0,0,1,0,0,2,-1,1,-1,-1,0,0,0,-1,-3,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,-3,-1,ESFJ
31473,0,0,2,0,-2,-2,3,0,-2,0,0,-2,-1,-1,-1,-2,-2,-2,1,0,0,1,0,0,2,-1,-3,0,-2,2,1,0,-3,0,2,0,-1,1,3,-2,-1,-1,3,-2,-2,0,0,0,1,0,1,0,2,0,2,0,-1,-1,1,1,ISFJ
31474,0,0,-2,-1,0,2,2,0,-1,0,0,1,-1,3,-1,0,-1,0,0,-1,0,1,0,0,1,-2,-1,0,-2,3,0,-1,-3,0,1,1,-1,1,2,-1,0,0,1,-1,-2,0,1,0,0,0,0,0,-1,0,-2,0,0,-1,2,0,ESFP
31475,0,0,-2,0,0,0,-1,0,1,0,-2,0,-1,-2,0,1,-2,1,2,0,0,1,-1,0,-1,1,-1,0,-1,0,-2,0,-2,0,2,-1,-1,1,1,-1,-1,3,-1,1,2,0,1,0,1,0,0,0,-1,0,2,0,0,-3,-1,-2,INTJ
31476,1,0,-2,-1,1,1,1,-1,1,0,-1,-3,0,-2,-3,0,0,2,-1,0,0,-1,0,0,0,2,0,0,0,-1,-1,0,2,0,0,2,1,1,1,-1,0,-1,0,2,-1,0,1,0,1,0,0,0,0,-1,3,0,0,0,3,-2,ENTJ
31477,0,-1,1,0,1,-2,-2,1,1,-1,3,0,3,1,0,-1,-1,3,-1,-1,0,-1,-1,0,1,0,-2,0,1,2,0,0,1,0,1,0,1,2,2,2,-1,0,0,0,1,1,2,0,-2,-1,0,0,-2,0,2,0,0,0,-2,3,ENFJ
31478,0,0,-2,0,0,0,1,0,0,0,-2,-3,1,2,-2,-2,-2,-1,0,2,1,0,0,0,0,2,0,0,-1,-1,2,0,2,0,2,-1,1,0,1,-2,-2,1,1,0,-1,0,-1,0,-1,0,0,0,0,0,1,0,0,-1,3,0,ENFJ
31479,0,0,-1,1,-2,-3,2,0,2,0,-1,1,2,0,-2,0,0,2,3,0,0,0,0,0,2,1,1,1,0,1,-3,0,-2,-1,1,0,2,1,0,-1,-2,-3,1,0,-1,0,-3,0,0,0,0,0,0,0,1,0,0,-1,3,0,ISFJ
31480,0,0,-1,0,-1,1,-1,0,1,0,1,-1,-1,-2,0,-2,1,2,1,-1,0,-2,0,-1,-2,1,0,-1,1,0,0,-1,3,1,-1,1,1,-1,2,-1,2,1,-3,2,0,0,1,0,0,1,0,-1,-1,0,1,0,0,2,0,2,ENTJ
31481,0,0,-2,1,0,-2,0,0,1,0,0,0,-2,-1,-2,0,2,2,1,-1,0,-1,0,0,2,-1,3,0,-2,-1,-1,0,-2,0,-2,2,0,-1,-2,-3,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,ENTP
31482,0,0,1,-3,-1,0,-3,0,-1,0,-1,2,1,-1,-2,1,1,3,-3,2,-1,0,-1,0,0,0,1,0,-1,-1,1,0,-2,0,-1,-1,-1,-2,-2,-3,-1,-3,2,1,-1,0,-1,0,1,0,0,0,-1,0,-1,0,0,-3,-2,-1,INFP
31483,1,0,2,-2,0,1,-1,0,-1,0,1,-3,0,1,2,1,-1,1,1,-2,0,2,0,0,1,-1,-2,0,0,2,2,0,-2,0,-1,-1,-1,-1,0,1,0,-2,1,0,-1,0,-1,-1,2,0,0,0,1,0,0,0,0,2,0,1,ISTJ
31484,0,0,-1,3,-2,2,1,0,-1,-1,0,2,1,1,2,-1,-2,3,0,1,0,0,1,0,2,1,-1,0,-1,0,3,0,-1,0,1,-1,0,0,-1,-2,2,2,-1,2,-1,0,1,0,-1,0,0,0,2,0,-1,0,0,0,-1,-3,ENFP
31485,0,0,2,1,-2,1,0,-1,0,0,-1,2,1,1,1,-2,-2,2,1,-2,0,2,0,0,1,0,-1,0,-2,-1,1,0,-2,0,0,-2,-2,-1,2,-1,2,2,0,3,-1,0,-1,0,2,0,0,0,1,0,-2,0,0,-1,2,-1,ENFP
31486,0,0,2,1,-1,1,1,0,1,0,0,-2,1,1,-3,-1,-2,2,0,1,0,1,0,0,2,-1,0,0,-3,0,-1,0,0,0,0,1,2,0,1,-2,0,-3,0,-1,-2,-1,-2,0,1,1,0,0,1,1,1,0,0,-1,1,2,ISFJ
31487,0,0,1,1,-1,-2,-3,0,0,0,1,-2,2,2,0,1,0,0,2,-3,-1,2,0,-1,-1,-2,3,0,-1,1,1,0,-1,0,3,1,0,-2,-1,0,0,0,2,0,-1,0,-1,0,1,0,0,0,1,0,2,0,0,2,-1,0,INTP
31488,0,0,-2,-2,-1,2,-1,0,3,-1,0,3,-2,1,2,0,-3,2,1,2,-1,1,0,0,0,1,0,0,0,0,-1,0,-1,-1,-1,1,1,2,0,-1,0,0,-2,-1,2,0,2,0,2,0,0,-1,1,0,2,0,0,-1,-1,2,ISFP
31489,1,0,-2,1,-2,0,0,0,0,-1,-1,1,-1,-2,-1,1,1,-2,-2,0,0,1,0,0,-2,0,1,0,2,-2,-2,1,-2,0,0,-1,1,-2,0,1,-3,1,-1,3,-1,0,1,0,-1,0,0,0,-1,0,-2,0,0,0,1,1,ESTJ
31490,0,0,-2,2,-2,-3,-3,0,1,0,0,0,0,0,0,-1,-1,1,0,1,0,2,0,0,-3,0,-2,0,-1,-1,1,0,1,0,3,-2,-3,1,2,-2,-2,1,1,-2,-1,0,-1,0,-2,0,0,0,1,0,2,0,0,-1,-1,-3,ENFJ
31491,0,0,-1,-1,-1,1,2,0,-2,1,2,1,-1,2,0,0,0,-1,-1,-2,0,-2,0,0,2,-1,-1,0,-1,2,-3,0,0,1,2,3,-1,1,2,-1,2,-3,2,-2,-2,0,0,0,-2,0,0,0,1,0,-2,1,0,-1,2,1,ESFP
31492,0,0,1,0,-2,1,-3,0,-2,0,-2,1,0,2,-1,2,2,3,2,-2,0,-3,0,0,3,-2,-1,-1,-1,-2,-1,0,1,0,0,2,1,2,-1,-3,-3,0,-1,-1,1,0,0,0,3,0,0,0,0,0,-1,0,1,0,-2,-3,ENTP
31493,0,0,-2,-3,1,1,-1,0,0,0,-1,-2,1,-2,0,-1,2,0,0,-2,-1,0,1,0,0,0,-2,0,0,3,3,0,-1,1,-2,1,0,0,2,-2,-1,-1,3,-2,2,0,2,0,-2,0,0,0,-1,0,2,0,0,-2,0,0,INFP
31494,0,1,3,0,-1,1,0,0,2,0,-1,1,1,-2,1,0,-1,-2,0,-1,1,0,-1,0,0,-1,2,0,1,-1,0,1,1,-1,3,0,1,0,-2,0,-1,2,2,1,0,0,0,0,2,0,0,0,-1,0,2,0,0,-1,0,-2,INFJ
31495,0,0,-1,0,-2,-3,-1,0,-1,0,-3,-1,-1,-2,1,0,1,2,2,-3,-1,0,0,0,-2,-1,-1,0,2,0,-1,0,0,0,-1,-2,-2,3,-1,1,0,2,0,1,-1,0,2,0,2,0,0,0,0,0,-2,1,0,-1,2,0,ENFJ
31496,-1,0,2,-2,1,0,1,1,1,0,-2,1,-2,-1,0,0,-2,2,0,0,0,0,0,0,2,-1,0,1,1,-1,-3,1,0,0,-1,2,1,-1,1,-1,2,-1,-3,-2,-1,-1,1,0,0,0,0,0,1,1,1,0,0,1,-1,0,ISFP
31497,0,0,1,0,1,0,-1,1,-1,0,2,0,0,3,2,3,0,1,-2,2,0,0,0,0,-1,-1,1,0,-2,0,-1,0,-2,0,2,2,-1,-1,0,0,-2,-3,1,1,3,0,-3,0,0,0,0,-1,-2,0,-3,0,0,1,0,0,ENFP
31498,0,1,-2,3,-3,0,1,0,2,0,-2,3,-3,1,0,1,2,-2,1,0,0,2,0,0,1,0,2,0,0,0,1,0,0,1,2,0,0,-1,-1,0,0,0,-1,2,0,0,-2,0,-2,0,-1,0,1,0,2,0,0,1,-1,-3,ENTP
31499,-1,0,-3,0,0,-2,-2,-1,-2,0,0,3,3,0,1,2,1,0,2,0,0,2,1,0,0,-2,1,0,1,-2,0,1,2,0,-2,-2,-3,0,-1,-3,-2,0,3,0,2,0,2,0,2,0,0,0,-3,0,0,0,0,0,1,2,ISFJ
31500,0,0,1,-1,0,-1,-1,1,-2,1,2,-1,-1,0,0,-1,0,-1,1,1,0,1,0,0,2,-1,1,0,0,1,-1,0,-1,0,0,2,3,3,1,-3,1,-1,0,2,2,0,-2,0,1,0,-1,0,2,0,-2,0,1,-2,-1,-1,ISTP
31501,-1,0,0,-2,3,1,-1,0,-2,0,1,-2,1,2,1,-1,0,-1,-2,0,1,-2,0,0,-2,3,2,0,0,-1,-2,0,1,0,1,1,2,-2,-1,3,0,2,2,-3,-1,0,-2,0,3,0,1,0,1,0,-2,0,0,2,-2,2,INTP
31502,0,-1,1,1,0,-2,2,0,2,0,-1,0,2,0,-1,-1,0,2,2,-1,0,1,0,0,1,0,-1,0,-2,1,0,-1,-1,0,1,1,-1,-1,3,-3,0,1,0,1,-3,0,-2,0,2,1,0,0,1,0,-1,0,1,-2,0,1,ISFJ
31503,0,0,-1,0,-1,3,-1,0,-2,0,-1,-1,2,-1,-1,-3,0,-2,1,1,0,-1,0,0,0,1,-2,-1,1,1,0,0,2,0,-3,0,-1,-1,0,-2,-3,-1,0,1,1,-1,2,0,1,0,0,0,-2,1,1,0,0,0,-2,-2,INFP
31504,0,1,-3,1,-2,0,0,0,1,0,-2,2,-2,2,1,0,2,-3,0,-2,0,3,0,0,2,0,1,0,-1,-1,0,0,-1,0,0,0,-1,1,0,1,0,-2,-1,1,-1,0,-3,0,-2,-1,0,0,2,0,2,0,0,1,-1,0,ENTP
31505,0,0,-1,1,1,2,-2,0,-1,1,-2,3,1,-2,-2,3,1,1,1,0,0,0,0,0,1,-2,-2,0,2,-2,-2,0,2,0,-2,-1,-2,0,-2,-1,1,3,2,3,0,0,-1,0,1,0,0,0,-2,0,-3,0,0,0,-2,-1,ISFJ
31506,0,0,0,2,0,0,1,0,-1,1,1,0,-2,0,0,0,1,1,-1,1,0,0,0,0,-1,-1,-1,0,2,0,1,0,-2,0,1,-2,0,2,1,0,1,2,3,0,-3,0,-1,0,2,0,0,0,1,0,1,1,0,1,-1,0,ESFP
31507,0,0,1,-3,-1,1,-1,0,0,0,-1,-1,-2,-2,0,1,-2,-1,-1,1,0,2,1,-1,1,-2,2,0,2,0,-1,0,-1,0,-1,-2,0,2,0,-2,1,0,-1,0,1,0,1,0,1,0,0,1,-2,0,0,0,0,2,-1,-2,INFJ
31508,0,0,-2,0,-2,0,1,0,0,0,-1,-2,-1,-1,0,-1,1,-1,1,2,0,2,0,0,0,1,3,0,0,1,0,0,-2,0,0,0,0,2,0,-2,1,-1,-1,1,0,0,1,0,1,-1,0,0,-2,0,2,0,0,0,0,0,INTJ
31509,0,0,3,-1,0,0,-2,0,1,0,1,1,-2,3,0,2,-1,3,-1,0,1,3,0,0,1,-1,-3,0,-2,1,-2,0,-2,0,0,1,1,0,0,2,1,0,-1,-1,-1,-1,-2,0,-2,0,0,0,2,0,1,0,0,3,0,1,INFJ
31510,0,0,-1,2,-2,0,-2,0,1,0,0,1,-1,-1,-2,2,0,-2,2,2,0,-1,0,0,-1,2,-1,0,-2,-1,0,0,-2,0,1,-3,-1,2,2,2,2,2,2,-3,-1,0,-1,0,2,0,1,0,1,0,-2,0,0,-1,-2,-1,ESFP
31511,-1,0,0,0,-2,0,1,0,2,-1,0,-1,3,1,-2,-1,-1,0,1,3,1,2,0,0,-3,2,-2,0,1,1,2,0,1,0,0,0,-2,0,0,-1,-1,1,3,-1,-2,0,-2,0,-2,0,0,0,-1,0,3,0,0,1,0,-1,ENFJ
31512,0,0,0,0,0,2,2,0,2,0,-1,-1,2,1,1,-1,-1,2,1,3,0,-2,0,0,1,-2,-2,1,1,-2,0,1,-3,0,-2,-3,0,1,1,1,-1,-3,1,-1,-2,0,-1,0,-1,0,0,0,-2,0,3,0,0,-1,-3,2,ISTP
31513,1,-1,-1,-1,0,0,-2,0,1,0,1,0,-1,-2,1,0,-2,-1,-1,0,0,-2,0,0,-3,-2,0,0,-1,2,1,0,2,0,1,-1,-2,2,0,2,0,-2,-1,1,2,1,2,1,-3,0,0,0,1,0,0,0,0,-1,1,0,ESTP
31514,0,0,-1,2,-1,-1,1,0,1,0,-2,-3,2,-1,0,1,-3,0,-1,1,0,1,1,0,1,-1,-1,0,-1,0,0,1,0,-1,0,1,2,-2,0,1,-2,-1,1,-2,1,0,-2,0,2,-1,0,0,1,0,2,0,0,0,2,0,ISFJ
31515,0,0,-1,0,-1,2,1,0,0,0,0,0,-2,-1,-1,0,0,0,-1,-2,0,0,0,0,0,-1,-1,0,-1,1,-1,0,-1,0,2,1,-1,2,0,-2,1,-2,2,-1,-2,0,-2,0,-2,0,0,0,-2,0,-1,0,0,-2,2,1,ESFP
31516,0,0,0,0,-1,-2,0,0,1,0,-2,0,2,-2,-1,-2,-1,3,0,1,0,1,0,0,0,-1,-1,0,-2,1,0,-1,-2,0,-2,1,2,-3,0,-2,0,-1,1,-1,0,0,0,1,-1,0,0,0,0,0,2,1,0,-2,0,3,ISFJ
31517,0,0,-2,0,0,-1,0,-1,0,0,-1,1,0,-2,2,1,1,-1,1,-1,0,2,0,0,-1,-1,-1,0,-1,-1,1,0,0,0,-1,1,-1,0,-1,0,-1,2,3,-1,1,0,0,0,1,0,-1,0,-2,0,1,0,0,1,2,0,ISFJ
31518,0,1,-1,0,2,-1,-1,0,-1,0,2,1,-1,2,-1,-2,-1,0,0,1,0,2,0,0,-2,1,-2,0,1,-1,2,0,-2,0,2,1,-1,1,2,-1,-1,-1,-1,1,-1,0,0,0,1,-1,0,0,2,0,1,0,0,0,2,1,ESFJ
31519,1,1,1,1,1,-2,0,0,2,0,1,2,0,-1,2,-1,-1,2,-1,-1,0,2,0,0,0,0,-1,0,1,1,2,0,-3,0,-1,1,-1,0,-2,1,-2,3,1,1,-1,-1,0,0,-1,-1,0,0,-1,0,1,0,0,3,2,1,ESFJ
31520,0,0,0,2,-1,0,0,1,-2,0,-1,0,0,0,0,-1,-1,0,1,1,0,0,0,0,0,2,-1,0,-1,1,-1,0,2,0,0,-2,-1,-2,2,0,0,2,-1,3,-1,0,-1,0,2,0,-1,0,-1,0,-1,0,0,-2,3,1,ENFJ
31521,0,-1,-3,-1,-1,2,1,0,1,0,0,2,-1,0,-2,-1,2,-2,2,-1,0,0,-1,0,-1,-2,-1,0,-1,-1,-2,0,-3,0,-2,2,-1,0,0,-2,2,-2,-1,0,1,0,0,0,-1,0,0,0,2,1,-2,0,1,-1,1,-1,ESTJ
31522,0,0,1,-1,0,3,-2,0,3,0,1,-1,-2,-3,3,0,0,-3,0,2,0,1,0,1,-1,0,2,0,1,1,-1,0,1,0,0,0,-1,-2,-3,0,2,0,-1,2,0,0,2,0,-1,0,0,-1,-1,0,1,0,1,-1,-1,-2,ESTP
31523,0,0,0,-1,0,2,-3,0,-1,0,0,2,-2,-1,0,-1,2,-1,1,-1,0,2,0,0,0,-2,1,0,2,-2,1,0,2,0,-1,-1,-2,-1,-2,-1,-2,3,1,2,-2,0,0,0,-1,0,0,0,0,0,-2,0,0,-3,0,-1,ISFJ
31524,0,0,1,0,-2,-2,-1,0,-1,0,0,-1,-3,1,-2,1,2,-1,-2,2,1,-2,1,0,-1,0,-1,0,-1,2,1,0,-1,0,2,-3,0,3,0,0,1,1,0,-2,0,0,-1,0,3,0,0,1,1,0,1,0,0,-1,-1,1,ESFP
31525,0,0,1,2,-1,0,-3,0,1,0,0,-2,-2,2,1,-2,1,1,0,2,0,1,0,0,1,-1,-1,0,0,0,-2,0,3,0,1,1,-3,0,-2,-1,-3,0,-1,1,-3,0,0,0,1,0,0,0,3,0,1,-1,1,1,1,1,INTJ
31526,0,0,2,2,-1,1,1,0,0,0,-2,-1,-1,0,1,0,1,1,1,0,0,3,0,1,1,2,1,0,-2,0,0,0,0,0,-1,-1,0,-1,0,0,1,1,0,1,-1,0,-1,1,2,0,0,0,-2,0,-2,0,0,2,1,-2,ENFP
31527,1,0,-1,0,-2,2,1,0,-2,1,2,2,2,0,0,-2,-1,3,0,-3,1,0,-1,0,0,1,0,0,0,-1,1,1,-2,0,1,-1,0,-1,1,-2,0,2,1,1,-1,-1,0,0,1,0,0,0,2,0,-2,0,0,1,1,-1,ENFP
